"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"6936806",625610.4,378358.2,627335,378476.8,"AKM",626,"Rifle","Normal","Normal",1728.67322533784
"32504746",420761.5,330200.7,419414.5,328505.3,"Kar98k",113,"Sniper","Normal","Normal",2165.36143865177
"27317842",401411.5,293280.1,401283.6,293422.8,"S1897",330,"Shotgun","Normal","Normal",191.629068776137
"8793405",451612.2,629391.5,451497.9,629815,"SCAR-L",149,"Rifle","Normal","Normal",438.653325531675
"39016594",423712.1,326094.9,423669.4,325394.7,"Micro UZI",115,"Sub Machine Gun","Normal","Normal",701.500769778631
"25753143",611965.9,600009.9,612794.8,600094.8,"M416",217,"Rifle","Elevated","Elevated",833.236593051483
"1856264",627884.8,378571.2,627745.7,378585.9,"M16A4",324,"Rifle","Normal","Normal",139.874586684023
"15607148",208409.8,277043.8,206751.5,277888.5,"Tommy Gun",328,"Sub Machine Gun","Normal","Normal",1861.04190710472
"19099000",443292.5,294912.1,443628.9,294969.3,"AKM",537,"Rifle","Normal","Normal",341.228369277844
"9698061",147946,485798.9,141091.2,483507.3,"SCAR-L",1604,"Rifle","Normal","Normal",7227.70458721163
"38866731",372123.4,408701.2,371492.2,409841.2,"S1897",185,"Shotgun","Normal","Normal",1303.07844736993
"33575505",562257.6,386609.9,562287.9,386750.3,"Punch",99,"Melee","Normal","Normal",143.632343154295
"13771389",346487.8,547792.6,347192,547802.6,"SCAR-L",807,"Rifle","Normal","Normal",704.270998976968
"28487469",618026.4,597884.8,617567.4,598117.5,"M16A4",95,"Rifle","Normal","Normal",514.616643726161
"11556722",435651.7,338863.2,435621.4,338570.3,"AKM",108,"Rifle","Normal","Normal",294.46307068971
"5912820",347392.8,408746.6,349671.9,410028.9,"SCAR-L",1278,"Rifle","Normal","Normal",2615.0698078637
"17251988",545720.1,225428.7,545997.2,225408.9,"S1897",224,"Shotgun","Normal","Normal",277.806497404196
"39672819",357582.1,405924.5,358087.5,403951.4,"SCAR-L",218,"Rifle","Normal","Normal",2036.79963913978
"31855332",542722.4,248851.5,541744.2,248958,"P1911",93,"Pistol","Normal","Normal",983.980431716067
"7822637",639625.8,511352.9,643291.3,510670.9,"AKM",1149,"Rifle","Normal","Normal",3728.40639549929
"28256232",445137.5,622441.9,451335.9,629556.6,"SKS",265,"Sniper","Normal","Normal",9436.05418858961
"13756987",578095.1,345172,569474.3,347543,"UMP9",565,"Sub Machine Gun","Normal","Normal",8940.90787560183
"17009645",359054.5,398962,359127.2,398995.7,"AKM",288,"Rifle","Normal","Normal",80.1310177147556
"5884703",549985.3,231204.8,550319.5,231004.6,"Micro UZI",481,"Sub Machine Gun","Normal","Normal",389.576282645597
"39404571",392999.1,349516.6,393638.9,351380.9,"M416",199,"Rifle","Normal","Normal",1971.02981458938
"16246400",538704.8,280440.1,537279.4,282166.7,"SCAR-L",901,"Rifle","Normal","Normal",2238.95348768128
"7868583",556491.3,131892.7,556544.5,131951.6,"Punch",118,"Melee","Normal","Normal",79.3690745819451
"15808810",518514.8,381178.3,528531.6,355990.5,"Mk14",1270,"Rifle","Normal","Normal",27106.4854062639
"11643408",367455.3,480071.4,365275.9,473384.8,"UMP9",434,"Sub Machine Gun","Normal","Normal",7032.80910589789
"18181572",351261.9,124225.7,350698.3,124381,"M416",975,"Rifle","Normal","Normal",584.605037610899
"8939570",562321.4,389200.6,566563.8,403382,"M16A4",1311,"Rifle","Normal","Normal",14802.366828315
"26301058",574179.4,357230.9,570550,355366.8,"UMP9",508,"Sub Machine Gun","Normal","Normal",4080.12416110102
"28108873",367678.9,361020.5,370356.2,357413.8,"SCAR-L",761,"Rifle","Normal","Normal",4491.79476156247
"10392467",436228.2,637964.3,436331.3,637991.3,"Punch",119,"Melee","Normal","Normal",106.576779834987
"20335159",133091.1,377192.8,125725.5,347482.5,"Kar98k",1608,"Sniper","Normal","Normal",30609.7041712265
"25651398",559083.1,503070.8,558886.1,512191.8,"M16A4",988,"Rifle","Normal","Normal",9123.12720507612
"39271844",354698.2,404670.8,354163.6,406955.9,"UMP9",777,"Sub Machine Gun","Normal","Normal",2346.80190259003
"2202077",334368.8,170220.9,334318.6,173361.5,"Tommy Gun",126,"Sub Machine Gun","Normal","Normal",3141.00117796858
"20299354",206388.9,497278.9,206388.9,497278.9,"Grenade",1617,"Explosives","Elevated","Elevated",0
"32826207",177778.7,221582.2,175054.1,221351.1,"AKM",1092,"Rifle","Normal","Normal",2734.38336193008
"16832063",234924.1,526359.3,235550.4,524956.4,"DP-28",321,"Machine Gun","Elevated","Elevated",1536.35285660556
"12051598",345833.8,560107,365563.2,596118,"SCAR-L",1408,"Rifle","Normal","Normal",41061.4337957164
"25469099",363044.8,403408.9,363236.8,403265.6,"S686",379,"Shotgun","Normal","Normal",239.580654477805
"17119085",335990.2,159990.2,336106.8,159987.5,"Tommy Gun",174,"Sub Machine Gun","Normal","Normal",116.631256530977
"36396581",604729.6,491890.9,603342.9,491689.8,"UMP9",516,"Sub Machine Gun","Normal","Normal",1401.20594489172
"31989576",436003.7,637155.5,435426.8,625329.6,"M416",348,"Rifle","Normal","Normal",11839.9630244355
"27641474",616068.4,493330.8,616726.7,490552.7,"M416",391,"Rifle","Normal","Normal",2855.03038512724
"22970865",608189.3,380845.2,610301.8,376427.6,"AKM",1279,"Rifle","Normal","Normal",4896.71788139773
"10581954",283121.1,461623.3,289036.4,451307.8,"M16A4",1287,"Rifle","Normal","Normal",11891.1864143155
"18022950",147372.4,312247.3,161229,312956.3,"M416",422,"Rifle","Normal","Normal",13874.7268283019
"8513076",372887.2,586192.1,367759.6,585519.1,"M416",1161,"Rifle","Normal","Normal",5171.57720236297
"51198",217053.5,392962.7,216937.5,392741.2,"SCAR-L",314,"Rifle","Normal","Normal",250.036497335889
"61876",420996.3,327812.4,420216.1,327304.3,"S1897",133,"Shotgun","Normal","Normal",931.062645583021
"4881635",626776.2,378422.2,627345.4,378120,"S1897",141,"Shotgun","Normal","Normal",644.448198073427
"18689882",486548.2,350560.3,484950.3,348529.2,"R1895",350,"Pistol","Normal","Normal",2584.30873155666
"38618050",619491.9,491055.5,619491.9,491055.5,"Grenade",488,"Explosives","Normal","Normal",0
"33123850",184891.3,222644.6,185088.7,222016.6,"S686",244,"Shotgun","Normal","Normal",658.293824974843
"2274399",263486.2,391497.1,263785.1,391429.6,"R1895",633,"Pistol","Normal","Normal",306.426924404464
"21492942",552132.3,288996.6,560360.3,288506.1,"M416",850,"Rifle","Normal","Normal",8242.60724831652
"27509365",568231.1,382910.8,568942.2,381628.5,"AKM",168,"Rifle","Normal","Normal",1466.27299640958
"27673614",686561.2,462739.2,686662.1,462454,"Punch",141,"Melee","Normal","Normal",302.522478503683
"9041652",403704.4,300033.8,404117.5,299723.8,"S12K",423,"Shotgun","Normal","Normal",516.480018974578
"28559118",440174.2,332961.3,440535.6,333259.7,"S1897",463,"Shotgun","Normal","Normal",468.671014678728
"17245495",421143.5,324244.3,421624.3,324408.7,"P92",190,"Pistol","Normal","Normal",508.129904650372
"27087886",685416.4,461914.3,685210.3,462094.2,"S12K",115,"Shotgun","Normal","Normal",273.571233867888
"37102136",645757.3,347184.4,654774.8,346873.1,"Kar98k",1427,"Sniper","Normal","Normal",9022.87171248711
"30166088",368125.3,417524.6,365788.2,415868.6,"P92",222,"Pistol","Normal","Normal",2864.32756681213
"14699656",619088.4,608489.8,620945.9,610960.7,"M16A4",492,"Rifle","Elevated","Elevated",3091.22193638689
"28960355",295381.1,418789.6,296050.6,419837.9,"SCAR-L",1075,"Rifle","Normal","Normal",1243.85012762796
"34934763",172967.6,301183.2,166113,305104.3,"SKS",779,"Sniper","Normal","Normal",7896.87066944875
"12646455",611409.1,375388,607558.2,363081.7,"SCAR-L",664,"Rifle","Normal","Normal",12894.7450730908
"19642654",419605.8,325534.6,419666.4,324827.4,"AKM",219,"Rifle","Normal","Normal",709.791659573384
"26650605",442007.6,338339.7,441930.1,338298.2,"Machete",157,"Melee","Normal","Normal",87.911887705816
"19529009",335470.4,166948.7,343235.9,166311.4,"M16A4",140,"Rifle","Normal","Normal",7791.60712176891
"20196336",591096.2,472142.1,591263.6,471692.1,"P92",108,"Pistol","Normal","Normal",480.127857971195
"10688862",408363.8,224871.9,411653.6,227612,"M416",1680,"Rifle","Normal","Normal",4281.46377422488
"22254308",453747.6,216894.9,453860.3,218879.3,"SCAR-L",1239,"Rifle","Normal","Normal",1987.59770829008
"1094223",530478.4,222177.4,530320.9,225315.1,"M16A4",958,"Rifle","Normal","Normal",3141.65044841085
"25124429",625635,299862.6,624377.4,299637.5,"AKM",266,"Rifle","Normal","Normal",1277.58669764519
"21046071",338817.9,160861.1,340996,167532,"Mini 14",151,"Rifle","Normal","Normal",7017.48006195955
"20647826",340643.7,320235.7,344963.6,315271.7,"SCAR-L",338,"Rifle","Normal","Normal",6580.48873640854
"12799484",162113.4,294461.2,162114.3,293948.2,"Micro UZI",693,"Sub Machine Gun","Normal","Normal",513.000789473077
"32481030",362955.8,395433.2,364076.6,394499.8,"AKM",686,"Rifle","Normal","Normal",1458.57060165081
"37744943",724637.1,429108.9,725068.7,425389.6,"M16A4",233,"Rifle","Normal","Normal",3744.25841122115
"1928223",251258.3,191653.8,251492.5,191561.4,"AKM",1489,"Rifle","Normal","Normal",251.768544500707
"15561764",431528.6,635651.8,432010.9,635902.8,"S686",372,"Shotgun","Normal","Normal",543.704230257633
"32754600",468933.9,644006.4,468540.1,643969.4,"M16A4",181,"Rifle","Elevated","Elevated",395.534372716249
"1739945",263274.4,466241.2,265348.2,464092.8,"SCAR-L",1390,"Rifle","Normal","Normal",2986.01222368564
"31694895",435027.3,452864.2,435205.1,452721.1,"Vector",670,"Sub Machine Gun","Normal","Normal",228.233323596722
"38962143",314208.2,309845.4,322456.1,299181.2,"M416",939,"Rifle","Normal","Normal",13481.5806213515
"19940374",327424.9,567501.6,325626.6,564957.3,"SCAR-L",1274,"Rifle","Normal","Normal",3115.66130701009
"3346123",488664.2,348192.6,487381.8,349561.8,"P1911",495,"Pistol","Normal","Normal",1875.9686564546
"1544113",369005.2,292438.6,363495.2,288937,"M16A4",508,"Rifle","Normal","Normal",6528.49925786929
"7006114",474844.5,404209.3,469270.1,399380.8,"SCAR-L",1569,"Rifle","Normal","Normal",7374.84559906174
"33084694",673032.9,503601.3,672166.3,505305.1,"UMP9",387,"Sub Machine Gun","Normal","Normal",1911.5255687539
"29586966",290415.8,264464.2,295111.4,258622.7,"AKM",1120,"Rifle","Normal","Normal",7494.78362662995
"12454319",380898.5,473421.8,378433.5,474290.3,"M16A4",460,"Rifle","Normal","Normal",2613.52582730686
"17488108",713827.9,514073.2,713235.4,507495,"Kar98k",1618,"Sniper","Normal","Normal",6604.8294065782
"31406941",590315.9,468864.6,587661.2,469515,"SCAR-L",1543,"Rifle","Normal","Normal",2733.21280730213
"34250832",390779.1,346245.7,391225.2,346140.5,"M249",686,"Machine Gun","Normal","Normal",458.336393929212
"37622806",389799.8,232282.9,393770,233022.1,"S1897",1176,"Shotgun","Normal","Normal",4038.42849138128
"2966767",383317.9,351482.9,383001.2,351812.5,"Hit by Car",503,"Vehicles","Normal","Normal",457.094136912728
"26194817",221461,471178.7,220570.7,472069.2,"M16A4",820,"Rifle","Elevated","Elevated",1259.21576387845
"10633494",628837.3,372766.6,628562.9,372591.9,"S1897",157,"Shotgun","Normal","Normal",325.292868043547
"23055711",394115.2,349250.2,394252.8,349556.4,"Micro UZI",103,"Sub Machine Gun","Normal","Normal",335.696589199236
"16348735",456155.5,181375,446549.8,166196.1,"Kar98k",1557,"Sniper","Normal","Normal",17962.9751906526
"12469731",685307.4,460119.7,684874,460412.4,"SKS",144,"Sniper","Normal","Normal",522.980735782903
"31528074",523428.7,708318.4,525670.7,707498.6,"SCAR-L",1412,"Rifle","Elevated","Elevated",2387.18161018382
"5371951",411924.3,438591.8,384766,441934.2,"Groza",1593,"Rifle","Normal","Normal",27363.203333126
"39333204",344190.7,716109.8,344599.9,710839.6,"Grenade",1304,"Explosives","Normal","Normal",5286.06211465593
"10812336",397420.5,358463.9,401024.9,357834.4,"M16A4",1140,"Rifle","Normal","Normal",3658.95744850909
"25148430",660655.1,378972.5,647415.1,386107.2,"AKM",929,"Rifle","Normal","Normal",15039.9981412898
"7042124",424145.3,309177.6,424992.8,309368.8,"AKM",1291,"Rifle","Normal","Normal",868.800143876602
"12642833",593825.3,431289.8,597713.2,427141.9,"M16A4",1511,"Rifle","Normal","Normal",5685.14211080066
"3800934",362423.8,411764.2,364364.4,410404.8,"P92",175,"Pistol","Normal","Normal",2369.36631190709
"30185272",265879.9,592509.9,265236.4,592483.9,"Crossbow",336,"Sniper","Normal","Normal",644.025038333138
"15088749",165566.2,159861.5,163580.7,159662.4,"M416",1750,"Rifle","Normal","Normal",1995.4576066657
"36081568",466715.4,326057.6,467078.6,325786.9,"Hit by Car",947,"Vehicles","Normal","Normal",452.982041586574
"33433268",447558.2,620561.1,447403.5,620612.3,"S686",184,"Shotgun","Normal","Normal",162.952539102681
"33589944",161301.9,408876.4,166116.9,405670.8,"Grenade",1140,"Explosives","Normal","Normal",5784.47027479615
"33915354",86915.3,483106.8,87003.23,483285.4,"Micro UZI",314,"Sub Machine Gun","Normal","Normal",199.071959100249
"20899886",175099.2,566390.8,172187.8,564701.9,"AKM",1788,"Rifle","Normal","Normal",3365.80349545249
"2176328",288783.4,262852.3,289519.7,263535.8,"UMP9",218,"Sub Machine Gun","Normal","Normal",1004.64418576926
"17162359",335488.7,157611,330615.1,158080.5,"SCAR-L",513,"Rifle","Normal","Normal",4896.16249832462
"34243081",411833,291502.5,411982.9,291578.8,"P1911",192,"Pistol","Normal","Normal",168.201367414196
"19043808",597863.9,416374.8,606445.3,418922.7,"M416",1454,"Rifle","Normal","Normal",8951.66020188437
"15671636",648470.4,454910.1,647800.8,455236.5,"SCAR-L",1128,"Rifle","Normal","Normal",744.916854420669
"37744206",681468.9,246483.7,682975.4,248042.9,"Groza",1338,"Rifle","Normal","Normal",2168.09752778789
"17340446",316733.9,532008.4,319832.2,535198.2,"AKM",501,"Rifle","Normal","Normal",4446.82886223424
"39552034",355198.5,414377.9,351022.9,414720.4,"AKM",396,"Rifle","Normal","Normal",4189.62308686591
"39306797",533497.2,242396.5,533547.1,242147.9,"S686",290,"Shotgun","Normal","Normal",253.5586125534
"1654031",157870.4,413074.9,157642,413371.7,"S12K",106,"Shotgun","Normal","Normal",374.508744891211
"21477703",270125.4,388525,276164.8,388408.6,"SCAR-L",1453,"Rifle","Normal","Normal",6040.52160992737
"38040146",217945.8,392609.1,217402.2,394084.2,"AKM",564,"Rifle","Normal","Normal",1572.0753703306
"38607529",154565.4,272738.5,162508.1,275575.6,"AKM",450,"Rifle","Normal","Normal",8434.19348248545
"10513921",308762.8,416373.6,312736.6,399894.2,"M16A4",1600,"Rifle","Normal","Normal",16951.7465412859
"3113876",460076.5,666141.1,464176.6,678220.9,"M416",1620,"Rifle","Normal","Elevated",12756.6605367549
"23011243",536424.8,316119,540488.9,323298.6,"M416",1582,"Rifle","Normal","Normal",8250.06454338386
"3391689",423243.9,300645.8,411814.7,304815.6,"M16A4",228,"Rifle","Normal","Normal",12166.0940601329
"38927830",278179.5,563778.7,278210,563502.4,"Tommy Gun",213,"Sub Machine Gun","Normal","Normal",277.978308506188
"2241433",462909,225126.2,462664.9,235811.1,"SCAR-L",802,"Rifle","Normal","Normal",10687.6879080557
"1699803",550979.9,361575,550301.2,361416.5,"UMP9",1425,"Sub Machine Gun","Normal","Normal",696.961935833009
"576920",367913.1,389820,367748.2,389657.5,"AKM",578,"Rifle","Normal","Normal",231.512980197631
"19387721",496708.1,274190.8,496214,275660.8,"AKM",869,"Rifle","Normal","Normal",1550.81746508091
"36050688",451793.5,629469.4,435801.2,625068.1,"Kar98k",459,"Sniper","Normal","Normal",16586.8954593679
"31877357",354205.3,317470.6,354619.3,317136.7,"S686",619,"Shotgun","Normal","Normal",531.869542275149
"13386143",625789.4,378255.9,626039.1,378961.3,"M416",180,"Rifle","Normal","Normal",748.290885952734
"6457929",398293.9,288129.2,399314.3,291336,"VSS",370,"Sub Machine Gun","Normal","Normal",3365.23140363332
"26351370",337557.6,342003.3,337356.7,342108.1,"SCAR-L",1179,"Rifle","Normal","Normal",226.591813620845
"31089593",351747.3,652904.2,348186.4,641160.4,"Kar98k",1728,"Sniper","Normal","Normal",12271.7907108131
"36756467",473769.2,246240.5,476518.8,245832.5,"M416",1215,"Rifle","Normal","Normal",2779.70576860211
"29590",361670.3,393937.2,361402.3,393832.3,"Tommy Gun",278,"Sub Machine Gun","Normal","Normal",287.798558022803
"14204785",444984.6,622683.3,445127.9,622676.9,"SCAR-L",450,"Rifle","Normal","Normal",143.442845760999
"11379202",418903.2,324896.4,418520.5,324567.2,"M16A4",203,"Rifle","Normal","Normal",504.808805390731
"29676648",331134.5,288747.7,323473.2,283256.6,"M16A4",957,"Rifle","Normal","Normal",9425.90562757766
"15877733",325735.9,532115,327860.8,532124.2,"SCAR-L",1079,"Rifle","Normal","Normal",2124.91991613798
"27472602",281322.8,460989.6,268949.6,461045.9,"M24",1497,"Sniper","Normal","Normal",12373.3280862507
"37292976",439660.1,640123.3,440148.9,639954.6,"UMP9",612,"Sub Machine Gun","Normal","Normal",517.092960694757
"15994101",361193.2,402612.6,359792.8,403372.3,"AKM",390,"Rifle","Normal","Normal",1593.19309877996
"39641614",674850.7,465462.5,681115.8,467184.5,"Grenade",1111,"Explosives","Normal","Normal",6497.44272848951
"3208065",157218.5,413321.2,156997.7,412795.6,"SCAR-L",903,"Rifle","Normal","Normal",570.094728970573
"37125536",409477.9,283700,407607.5,271964.8,"SKS",958,"Sniper","Normal","Normal",11883.3208826489
"21116773",157249.8,281207.6,158834.2,282080.8,"S686",258,"Shotgun","Normal","Normal",1809.08861032291
"39362393",551312.6,560893.6,551975.1,556735.4,"Uaz",954,"Vehicles","Normal","Normal",4210.6452581522
"16045891",416913.9,234465.1,452948.8,226883,"M416",1350,"Rifle","Normal","Normal",36823.9359441654
"5290963",458709.8,629796.9,458192.2,629322.6,"S1897",118,"Shotgun","Normal","Normal",702.047185023927
"33607750",600956.6,379798.9,612017.9,379040.9,"M416",1336,"Rifle","Normal","Normal",11087.2413922491
"24258516",296354.4,449183.2,296413,447903.2,"M249",1814,"Machine Gun","Normal","Normal",1281.34068849779
"11115610",496873.1,281410.2,495500.9,282858.3,"AKM",1143,"Rifle","Normal","Normal",1994.97530059893
"7340712",231450,244892.9,218744.5,233353.3,"M16A4",828,"Rifle","Normal","Normal",17163.6854553444
"12716664",444922.9,626355.8,446052.2,629404.6,"SCAR-L",385,"Rifle","Normal","Normal",3251.2305255087
"2288232",626586.6,378438.6,625648.6,378484.7,"Kar98k",214,"Sniper","Normal","Normal",939.132157898985
"17505703",242744.8,547860.1,241275.7,543895.3,"SCAR-L",1829,"Rifle","Elevated","Elevated",4228.22585134704
"8003071",285210.3,300821.9,286753.1,300569.7,"M16A4",1488,"Rifle","Normal","Normal",1563.27754413603
"13795174",597880.1,440726.3,597452.1,440771.6,"SCAR-L",1283,"Rifle","Normal","Normal",430.390624897893
"37242993",714436.9,434426.2,714770.9,434519.4,"M16A4",193,"Rifle","Normal","Normal",346.759628561345
"35264070",627294.2,379116,624890.4,382367.6,"M416",351,"Rifle","Normal","Normal",4043.65638995198
"19803880",541363.4,463969.6,540187,463388.2,"SKS",147,"Sniper","Normal","Normal",1312.22822710076
"34354976",342158,166774.7,341602.5,165729.7,"M16A4",139,"Rifle","Normal","Normal",1183.47169378908
"17468424",224804.4,394912.9,224728.8,394981.8,"SCAR-L",204,"Rifle","Normal","Normal",102.286704903404
"35181978",202301.1,284477.8,202235.9,284533.2,"UMP9",221,"Sub Machine Gun","Normal","Normal",85.5581673483257
"7906206",434734.2,463283.3,430748.1,478448.2,"AKM",853,"Rifle","Normal","Normal",15680.0250388831
"27855023",392829.2,245950.1,403660,249604.4,"SCAR-L",1373,"Rifle","Normal","Normal",11430.6665216863
"32612556",134022,295968,134008.7,296146.3,"AKM",755,"Rifle","Normal","Normal",178.795357881561
"15430220",569685.4,428858,569605.2,429455.7,"AKM",450,"Rifle","Normal","Normal",603.05665571323
"10905200",418472.2,325095.2,418598.2,324950.7,"P92",139,"Pistol","Normal","Normal",191.719195700378
"39210083",166204.7,404352.1,168172.9,403411.8,"AKM",274,"Rifle","Normal","Normal",2181.27837058912
"31698176",626540,377803.2,627619.7,372600.8,"VSS",212,"Sub Machine Gun","Normal","Normal",5313.2586846492
"17162931",216957.8,392586.5,217606.2,391032.5,"AKM",205,"Rifle","Normal","Normal",1683.84635878694
"15304214",225393.7,291568.3,226906,287855.8,"M16A4",507,"Rifle","Normal","Normal",4008.7039726076
"12820181",594121.5,297572.1,596571.3,296512,"M16A4",1313,"Rifle","Normal","Normal",2669.33176094696
"29597149",399681.2,353021.7,394980.1,348724.3,"M416",1331,"Rifle","Normal","Normal",6369.30043018859
"8681711",551845.8,133567.4,556720.8,134638.1,"M16A4",1244,"Rifle","Normal","Normal",4991.19459548514
"11855609",482993.2,645129.9,481253.5,639195,"M16A4",561,"Rifle","Elevated","Elevated",6184.62562326939
"20536556",293189,335371.4,294075.2,344312.9,"SKS",1561,"Sniper","Normal","Normal",8985.30871422902
"17226221",153986.1,276156,156408.9,278276,"SCAR-L",960,"Rifle","Normal","Normal",3219.37258483698
"32687798",343867.4,388765.4,347093.6,394865.9,"Mini 14",1347,"Rifle","Normal","Normal",6901.04823124717
"31906989",488348.6,457973.2,488875.6,456337.9,"SCAR-L",1664,"Rifle","Normal","Normal",1718.11963785994
"8931881",557545.7,402535.9,557625.8,402431.5,"M416",1792,"Rifle","Normal","Normal",131.587879381118
"31701688",614413.8,481260.8,614002.8,481182.6,"S1897",339,"Shotgun","Normal","Normal",418.373326109591
"39335690",154565.6,598579.3,149874.5,591577,"AKM",410,"Rifle","Normal","Normal",8428.4414039608
"19110739",223063.7,392594.1,223410.6,393152.5,"M16A4",291,"Rifle","Normal","Normal",657.381297269722
"18023768",377614.6,359286,377834.7,360488.1,"M16A4",811,"Rifle","Normal","Normal",1222.08363870889
"10871188",404983.9,300219.3,405695.1,301129.5,"SCAR-L",206,"Rifle","Normal","Normal",1155.10583064928
"22352246",521358.3,279716.8,520429.3,284245.7,"Grenade",831,"Explosives","Normal","Normal",4623.19978045511
"24048515",453336.8,447815.9,444288.1,435644.4,"M416",1564,"Rifle","Normal","Normal",15166.5547814921
"8005500",572441.3,378973.1,574925.3,380707.3,"M16A4",142,"Rifle","Normal","Normal",3029.47283202871
"25953416",467565.5,415456.8,468551.5,415587,"M16A4",1216,"Rifle","Normal","Normal",994.559218950789
"10128820",211945.9,427040.4,208240.1,426713.5,"M16A4",1664,"Rifle","Normal","Normal",3720.1904857144
"39474495",398807.6,291449.8,398956.5,291433.2,"M16A4",142,"Rifle","Normal","Normal",149.822461600409
"3944607",202967,289976.7,202029.8,288996.1,"M416",135,"Rifle","Normal","Normal",1356.4365816359
"7097164",527380,169807,538648.3,179113.7,"M16A4",1558,"Rifle","Normal","Normal",14614.692941694
"652264",571781.9,251021.1,588291.9,248474.5,"SKS",1394,"Sniper","Normal","Normal",16705.2468272696
"10935432",407484.3,557748.8,410185.1,562036.7,"M416",1822,"Rifle","Normal","Normal",5067.5839460239
"24532707",494082.2,279765.2,493634.5,280020.2,"M416",1125,"Rifle","Normal","Normal",515.228386252165
"26635963",327990.2,554320.8,333796.9,556199.3,"AKM",1766,"Rifle","Normal","Normal",6102.99329345856
"38493426",445376.8,334161.2,445279.2,333977.2,"SCAR-L",258,"Rifle","Normal","Normal",208.282884558466
"22743755",321208.4,419088.1,319589.1,422160.6,"AKM",942,"Rifle","Normal","Normal",3473.09497998545
"35582743",159748.9,276990.4,160315.2,277284.4,"AKM",332,"Rifle","Normal","Normal",638.0687188697
"13474033",592741.9,298630.4,589974,289668,"AKM",1457,"Rifle","Normal","Normal",9380.07911320585
"8654773",387913.9,597351.8,387401.8,592631.5,"M16A4",1630,"Rifle","Normal","Normal",4747.99731465809
"6390039",486129.2,416802.8,492725.6,415277.8,"M16A4",1259,"Rifle","Normal","Normal",6770.38536273967
"35614284",201669.8,409085.5,201045,409424.4,"Micro UZI",230,"Sub Machine Gun","Normal","Normal",710.794098174711
"17758609",387863.9,130339.4,388032.4,130447.8,"S1897",168,"Shotgun","Normal","Normal",200.356706900473
"15315108",625882.3,378197.5,625876.1,378330.9,"M416",764,"Rifle","Normal","Normal",133.544000239648
"33827449",622308,375909.2,622715.8,375856.5,"Tommy Gun",134,"Sub Machine Gun","Normal","Normal",411.191111285299
"11441905",551498.4,229573.1,551498.4,229573.1,"Grenade",452,"Explosives","Normal","Normal",0
"23092731",198741.4,394584.1,198692.8,394866.8,"M16A4",1510,"Rifle","Normal","Normal",286.847084698463
"14927561",606886.8,155591.2,607196,155481.7,"M416",1258,"Rifle","Normal","Normal",328.016600189642
"24249777",377933.8,270846,379676.1,270995.6,"SCAR-L",1643,"Rifle","Normal","Normal",1748.71079655841
"21294950",482036.2,421758,481755.5,420861.8,"M416",1033,"Rifle","Normal","Normal",939.130944011551
"15933705",394288.4,679690.4,400140.5,660901.9,"SCAR-L",1649,"Rifle","Normal","Normal",19678.7907824642
"10744815",566109.1,250111.3,566259.9,250264.1,"S1897",87,"Shotgun","Normal","Normal",214.682276865184
"23961399",433406.5,444766.4,433856.3,445364.7,"SCAR-L",207,"Rifle","Normal","Normal",748.520494041396
"33735462",624696,607512.6,624624.4,607441.2,"S12K",176,"Shotgun","Elevated","Elevated",101.116368605681
"30348416",438311.9,629369.6,437863.1,630199.1,"AKM",640,"Rifle","Normal","Normal",943.128670967033
"19591812",320586.5,480078.2,333081.6,484911.3,"Kar98k",1606,"Sniper","Normal","Normal",13397.2526892643
"8428063",188320.6,225236.7,182727.6,226119.2,"M16A4",603,"Rifle","Normal","Normal",5662.19526773848
"16833789",154120.4,536612.9,153052.4,536254.8,"Punch",89,"Melee","Normal","Normal",1126.4366870801
"18435245",410592.2,464171.6,411505.6,480389.8,"VSS",713,"Sub Machine Gun","Normal","Normal",16243.9007261187
"37782668",246225.5,435128.2,246070.1,435382.3,"M416",1160,"Rifle","Normal","Normal",297.852262036041
"17823204",459621.7,652876.2,464950.9,650834.2,"M416",1460,"Rifle","Normal","Elevated",5707.02520057518
"39537409",448951,637279.5,448928.9,636226.6,"UMP9",420,"Sub Machine Gun","Normal","Normal",1053.13191006637
"6944101",440452.8,446991.3,440540.9,446614.9,"S1897",473,"Shotgun","Normal","Normal",386.5728521249
"21312034",511491.8,503025,511887.1,502682,"AKM",838,"Rifle","Normal","Normal",523.365159329498
"11446319",246226.9,448103.8,239314.6,449707.6,"Kar98k",1840,"Sniper","Normal","Normal",7095.91894894522
"31368628",424146.6,325935.1,424146.3,325453.9,"S686",164,"Shotgun","Normal","Normal",481.200093516154
"17281993",149215.3,314461.4,149728.1,314128.4,"Micro UZI",155,"Sub Machine Gun","Normal","Normal",611.435066053639
"39633789",322330.7,418995.5,317796.4,421770.8,"SCAR-L",1711,"Rifle","Normal","Normal",5316.2173187333
"20653457",422491.9,328203.2,422887.3,327954.7,"S12K",279,"Shotgun","Normal","Normal",467.004721603511
"14627783",546400.9,227114.6,544730.4,226918.6,"M416",222,"Rifle","Normal","Normal",1681.95905122568
"36075209",435941.4,325416.8,434680,325977.9,"AKM",336,"Rifle","Normal","Normal",1380.56624976859
"33651275",220877.3,410213.7,206102.8,395769.8,"S12K",303,"Shotgun","Normal","Normal",20661.8512592652
"1243178",436475.4,398402.6,436642.9,398632.9,"UMP9",1253,"Sub Machine Gun","Normal","Normal",284.77067967054
